locus_tag	ftype	gene	EC_number	product
DBLOAMIM_01549	gene	purE		
DBLOAMIM_01550	CDS	purK	6.3.4.18	N5-carboxyaminoimidazole ribonucleotide synthase
DBLOAMIM_01550	gene	purK		
DBLOAMIM_01551	CDS			hypothetical protein
DBLOAMIM_01551	gene			
DBLOAMIM_01552	CDS			hypothetical protein
DBLOAMIM_01552	gene			
DBLOAMIM_01553	CDS	cyaA	4.6.1.1	Adenylate cyclase 1
DBLOAMIM_01553	gene	cyaA		
DBLOAMIM_01554	CDS			hypothetical protein
DBLOAMIM_01554	gene			
DBLOAMIM_01555	CDS			PE-PGRS family protein PE_PGRS18
DBLOAMIM_01555	gene			
DBLOAMIM_01556	CDS	nanM	5.1.3.24	N-acetylneuraminate epimerase
DBLOAMIM_01556	gene	nanM		
DBLOAMIM_01557	CDS	esiB_3		Secretory immunoglobulin A-binding protein EsiB
DBLOAMIM_01557	gene	esiB_3		
DBLOAMIM_01558	CDS			hypothetical protein
DBLOAMIM_01558	gene			
DBLOAMIM_01559	CDS			hypothetical protein
DBLOAMIM_01559	gene			
DBLOAMIM_01560	CDS			hypothetical protein
DBLOAMIM_01560	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01561	CDS			hypothetical protein
DBLOAMIM_01561	gene			
DBLOAMIM_01562	CDS	mlaF_2	3.6.3.-	putative phospholipid import ATP-binding protein MlaF
DBLOAMIM_01562	gene	mlaF_2		
DBLOAMIM_01563	CDS	mlaE_2		putative phospholipid ABC transporter permease protein MlaE
DBLOAMIM_01563	gene	mlaE_2		
DBLOAMIM_01564	CDS			hypothetical protein
DBLOAMIM_01564	gene			
DBLOAMIM_01565	CDS			hypothetical protein
DBLOAMIM_01565	gene			
DBLOAMIM_01566	CDS	cspLA		Cold shock-like protein CspLA
DBLOAMIM_01566	gene	cspLA		
DBLOAMIM_01567	CDS			hypothetical protein
DBLOAMIM_01567	gene			
DBLOAMIM_01568	CDS	xcpV		Type II secretion system protein I
DBLOAMIM_01568	gene	xcpV		
DBLOAMIM_01569	CDS			hypothetical protein
DBLOAMIM_01569	gene			
DBLOAMIM_01570	CDS	dnaB	3.6.4.12	Replicative DNA helicase
DBLOAMIM_01570	gene	dnaB		
DBLOAMIM_01571	CDS	hisZ		ATP phosphoribosyltransferase regulatory subunit
DBLOAMIM_01571	gene	hisZ		
DBLOAMIM_01572	CDS	serA	1.1.1.95	D-3-phosphoglycerate dehydrogenase
DBLOAMIM_01572	gene	serA		
DBLOAMIM_01573	CDS		2.6.1.51	Serine-pyruvate aminotransferase
DBLOAMIM_01573	gene			
DBLOAMIM_01574	CDS	oppA		Periplasmic oligopeptide-binding protein
DBLOAMIM_01574	gene	oppA		
DBLOAMIM_01575	rRNA			5S ribosomal RNA
DBLOAMIM_01575	gene			
DBLOAMIM_01576	rRNA			23S ribosomal RNA
DBLOAMIM_01576	gene			
DBLOAMIM_01577	tRNA			tRNA-Ala(tgc)
DBLOAMIM_01577	gene			
DBLOAMIM_01578	tRNA			tRNA-Ile(gat)
DBLOAMIM_01578	gene			
DBLOAMIM_01579	rRNA			16S ribosomal RNA
DBLOAMIM_01579	gene			
DBLOAMIM_01580	CDS	guaA_1	6.3.5.2	GMP synthase [glutamine-hydrolyzing]
DBLOAMIM_01580	gene	guaA_1		
DBLOAMIM_01581	CDS	czcA_2		Cobalt-zinc-cadmium resistance protein CzcA
DBLOAMIM_01581	gene	czcA_2		
DBLOAMIM_01582	CDS	czcB_1		Cobalt-zinc-cadmium resistance protein CzcB
DBLOAMIM_01582	gene	czcB_1		
DBLOAMIM_01583	CDS	tyrS	6.1.1.1	Tyrosine--tRNA ligase
DBLOAMIM_01583	gene	tyrS		
DBLOAMIM_01584	CDS			hypothetical protein
DBLOAMIM_01584	gene			
DBLOAMIM_01585	CDS			hypothetical protein
DBLOAMIM_01585	gene			
DBLOAMIM_01586	CDS	ndk	2.7.4.6	Nucleoside diphosphate kinase
DBLOAMIM_01586	gene	ndk		
DBLOAMIM_01587	CDS			hypothetical protein
DBLOAMIM_01587	gene			
DBLOAMIM_01588	CDS	chmD	1.1.1.364	dTDP-4-oxo-6-deoxy-D-allose reductase
DBLOAMIM_01588	gene	chmD		
DBLOAMIM_01589	CDS			hypothetical protein
DBLOAMIM_01589	gene			
DBLOAMIM_01590	CDS	sfsA		Sugar fermentation stimulation protein A
DBLOAMIM_01590	gene	sfsA		
DBLOAMIM_01591	CDS	rkpK	1.1.1.22	UDP-glucose 6-dehydrogenase
DBLOAMIM_01591	gene	rkpK		
DBLOAMIM_01592	CDS	thiO	1.4.3.19	Glycine oxidase
DBLOAMIM_01592	gene	thiO		
DBLOAMIM_01593	CDS			hypothetical protein
DBLOAMIM_01593	gene			
DBLOAMIM_01594	CDS			hypothetical protein
DBLOAMIM_01594	gene			
DBLOAMIM_01595	CDS			putative transcriptional regulatory protein
DBLOAMIM_01595	gene			
DBLOAMIM_01596	CDS	pheA		P-protein
DBLOAMIM_01596	gene	pheA		
DBLOAMIM_01597	CDS	aroF	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase
DBLOAMIM_01597	gene	aroF		
DBLOAMIM_01598	CDS	tyrA	1.3.1.12	Prephenate dehydrogenase
DBLOAMIM_01598	gene	tyrA		
DBLOAMIM_01599	CDS	aroA1	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase 1
DBLOAMIM_01599	gene	aroA1		
DBLOAMIM_01600	CDS	cmk	2.7.4.25	Cytidylate kinase
DBLOAMIM_01600	gene	cmk		
DBLOAMIM_01601	CDS	plsC	2.3.1.-	1-acyl-sn-glycerol-3-phosphate acyltransferase
DBLOAMIM_01601	gene	plsC		
DBLOAMIM_01602	CDS			hypothetical protein
DBLOAMIM_01602	gene			
DBLOAMIM_01603	CDS			hypothetical protein
DBLOAMIM_01603	gene			
DBLOAMIM_01604	CDS		6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
DBLOAMIM_01604	gene			
DBLOAMIM_01605	CDS	folE	3.5.4.16	GTP cyclohydrolase 1
DBLOAMIM_01605	gene	folE		
DBLOAMIM_01606	CDS	folD		Bifunctional protein FolD protein
DBLOAMIM_01606	gene	folD		
DBLOAMIM_01607	CDS	yitJ		Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
DBLOAMIM_01607	gene	yitJ		
DBLOAMIM_01608	CDS	panB	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
DBLOAMIM_01608	gene	panB		
DBLOAMIM_01609	CDS			hypothetical protein
DBLOAMIM_01609	gene			
DBLOAMIM_01610	CDS	xthA	3.1.11.2	Exodeoxyribonuclease III
DBLOAMIM_01610	gene	xthA		
DBLOAMIM_01611	CDS	desA1	1.14.19.-	Putative acyl-[acyl-carrier-protein] desaturase DesA1
DBLOAMIM_01611	gene	desA1		
DBLOAMIM_01612	CDS	bdlA_2		Biofilm dispersion protein BdlA
DBLOAMIM_01612	gene	bdlA_2		
DBLOAMIM_01613	CDS		1.-.-.-	putative FAD-linked oxidoreductase
DBLOAMIM_01613	gene			
DBLOAMIM_01614	CDS	yhaM	3.1.-.-	3'-5' exoribonuclease YhaM
DBLOAMIM_01614	gene	yhaM		
DBLOAMIM_01615	CDS	gltS	1.4.7.1	Ferredoxin-dependent glutamate synthase 2
DBLOAMIM_01615	gene	gltS		
DBLOAMIM_01616	CDS			hypothetical protein
DBLOAMIM_01616	gene			
DBLOAMIM_01617	CDS	sigA		RNA polymerase sigma factor SigA
DBLOAMIM_01617	gene	sigA		
DBLOAMIM_01618	CDS	acyP	3.6.1.7	Acylphosphatase
DBLOAMIM_01618	gene	acyP		
DBLOAMIM_01619	tRNA			tRNA-Pro(cgg)
DBLOAMIM_01619	gene			
DBLOAMIM_01620	CDS	fumC	4.2.1.2	Fumarate hydratase class II
DBLOAMIM_01620	gene	fumC		
DBLOAMIM_01621	CDS			hypothetical protein
DBLOAMIM_01621	gene			
DBLOAMIM_01622	CDS	cobD_1	4.1.1.81	Threonine-phosphate decarboxylase
DBLOAMIM_01622	gene	cobD_1		
DBLOAMIM_01623	CDS	cobD_2		Cobalamin biosynthesis protein CobD
DBLOAMIM_01623	gene	cobD_2		
DBLOAMIM_01624	CDS	cobQ		Cobyric acid synthase
DBLOAMIM_01624	gene	cobQ		
DBLOAMIM_01625	CDS			hypothetical protein
DBLOAMIM_01625	gene			
DBLOAMIM_01626	CDS	ilvD_3	4.2.1.9	Dihydroxy-acid dehydratase
DBLOAMIM_01626	gene	ilvD_3		
DBLOAMIM_01627	CDS			hypothetical protein
DBLOAMIM_01627	gene			
DBLOAMIM_01628	CDS			hypothetical protein
DBLOAMIM_01628	gene			
DBLOAMIM_01629	CDS			hypothetical protein
DBLOAMIM_01629	gene			
DBLOAMIM_01630	CDS	tsrM	2.1.1.106	Tryptophan 2-C-methyltransferase
DBLOAMIM_01630	gene	tsrM		
DBLOAMIM_01631	CDS			hypothetical protein
DBLOAMIM_01631	gene			
DBLOAMIM_01632	CDS			hypothetical protein
DBLOAMIM_01632	gene			
DBLOAMIM_01633	CDS	cbiF	2.1.1.271	Cobalt-precorrin-4 C(11)-methyltransferase
DBLOAMIM_01633	gene	cbiF		
DBLOAMIM_01634	CDS			hypothetical protein
DBLOAMIM_01634	gene			
DBLOAMIM_01635	CDS	cbiL	2.1.1.151	Cobalt-precorrin-2 C(20)-methyltransferase
DBLOAMIM_01635	gene	cbiL		
DBLOAMIM_01636	CDS	yacG		DNA gyrase inhibitor YacG
DBLOAMIM_01636	gene	yacG		
DBLOAMIM_01637	CDS	ribE	2.5.1.9	Riboflavin synthase
DBLOAMIM_01637	gene	ribE		
DBLOAMIM_01638	CDS	ribD		Riboflavin biosynthesis protein RibD
DBLOAMIM_01638	gene	ribD		
DBLOAMIM_01639	CDS	glyS	6.1.1.14	Glycine--tRNA ligase beta subunit
DBLOAMIM_01639	gene	glyS		
DBLOAMIM_01640	CDS	glyQ	6.1.1.14	Glycine--tRNA ligase alpha subunit
DBLOAMIM_01640	gene	glyQ		
DBLOAMIM_01641	CDS	gmr_3	3.1.4.52	Cyclic di-GMP phosphodiesterase Gmr
DBLOAMIM_01641	gene	gmr_3		
DBLOAMIM_01642	CDS	bioB	2.8.1.6	Biotin synthase
DBLOAMIM_01642	gene	bioB		
DBLOAMIM_01643	CDS	bioW	6.2.1.14	6-carboxyhexanoate--CoA ligase
DBLOAMIM_01643	gene	bioW		
DBLOAMIM_01644	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase 2
DBLOAMIM_01644	gene	bioF		
DBLOAMIM_01645	CDS	guaB_1	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
DBLOAMIM_01645	gene	guaB_1		
DBLOAMIM_01646	CDS	pbpB		Penicillin-binding protein 2B
DBLOAMIM_01646	gene	pbpB		
DBLOAMIM_01647	CDS			hypothetical protein
DBLOAMIM_01647	gene			
DBLOAMIM_01648	CDS			hypothetical protein
DBLOAMIM_01648	gene			
DBLOAMIM_01649	CDS			hypothetical protein
DBLOAMIM_01649	gene			
DBLOAMIM_01650	CDS	gmk	2.7.4.8	Guanylate kinase
DBLOAMIM_01650	gene	gmk		
DBLOAMIM_01651	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
DBLOAMIM_01651	gene	rpoZ		
DBLOAMIM_01652	CDS	coaBC		Coenzyme A biosynthesis bifunctional protein CoaBC
DBLOAMIM_01652	gene	coaBC		
DBLOAMIM_01653	CDS	bepA_8	3.4.-.-	Beta-barrel assembly-enhancing protease
DBLOAMIM_01653	gene	bepA_8		
DBLOAMIM_01654	CDS	aroQ	4.2.1.10	3-dehydroquinate dehydratase
DBLOAMIM_01654	gene	aroQ		
DBLOAMIM_01655	CDS	efp		Elongation factor P
DBLOAMIM_01655	gene	efp		
DBLOAMIM_01656	CDS	accB		Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DBLOAMIM_01656	gene	accB		
DBLOAMIM_01657	CDS	accC_1	6.3.4.14	Biotin carboxylase
DBLOAMIM_01657	gene	accC_1		
DBLOAMIM_01658	CDS	accC_2	6.3.4.14	Biotin carboxylase
DBLOAMIM_01658	gene	accC_2		
DBLOAMIM_01659	CDS	thiE	2.5.1.3	Thiamine-phosphate synthase
DBLOAMIM_01659	gene	thiE		
DBLOAMIM_01660	CDS	cph2		Phytochrome-like protein cph2
DBLOAMIM_01660	gene	cph2		
DBLOAMIM_01661	CDS	rcp1		Response regulator rcp1
DBLOAMIM_01661	gene	rcp1		
DBLOAMIM_01662	CDS	cph1_1	2.7.13.3	Phytochrome-like protein cph1
DBLOAMIM_01662	gene	cph1_1		
DBLOAMIM_01663	CDS	cph1_2	2.7.13.3	Phytochrome-like protein cph1
DBLOAMIM_01663	gene	cph1_2		
DBLOAMIM_01664	CDS			hypothetical protein
DBLOAMIM_01664	gene			
DBLOAMIM_01665	CDS			hypothetical protein
DBLOAMIM_01665	gene			
DBLOAMIM_01666	CDS			hypothetical protein
DBLOAMIM_01666	gene			
DBLOAMIM_01667	CDS			hypothetical protein
DBLOAMIM_01667	gene			
DBLOAMIM_01668	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_01668	gene			
DBLOAMIM_01669	CDS			hypothetical protein
DBLOAMIM_01669	gene			
DBLOAMIM_01670	CDS			hypothetical protein
DBLOAMIM_01670	gene			
DBLOAMIM_01671	CDS	bioD1	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD 1
DBLOAMIM_01671	gene	bioD1		
DBLOAMIM_01672	CDS			hypothetical protein
DBLOAMIM_01672	gene			
DBLOAMIM_01673	CDS	fdtB	2.6.1.90	dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
DBLOAMIM_01673	gene	fdtB		
DBLOAMIM_01674	CDS	bepA_9	3.4.-.-	Beta-barrel assembly-enhancing protease
DBLOAMIM_01674	gene	bepA_9		
DBLOAMIM_01675	CDS			hypothetical protein
DBLOAMIM_01675	gene			
DBLOAMIM_01676	CDS			hypothetical protein
DBLOAMIM_01676	gene			
DBLOAMIM_01677	CDS	hbd	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
DBLOAMIM_01677	gene	hbd		
DBLOAMIM_01678	CDS			hypothetical protein
DBLOAMIM_01678	gene			
DBLOAMIM_01679	CDS	mphP	1.14.13.7	Phenol hydroxylase P5 protein
DBLOAMIM_01679	gene	mphP		
DBLOAMIM_01680	CDS			hypothetical protein
DBLOAMIM_01680	gene			
DBLOAMIM_01681	CDS	ybhF_2		putative ABC transporter ATP-binding protein YbhF
DBLOAMIM_01681	gene	ybhF_2		
DBLOAMIM_01682	CDS			hypothetical protein
DBLOAMIM_01682	gene			
DBLOAMIM_01683	CDS			hypothetical protein
DBLOAMIM_01683	gene			
DBLOAMIM_01684	CDS	bepC		Outer membrane efflux protein BepC
DBLOAMIM_01684	gene	bepC		
DBLOAMIM_01685	CDS	cmpR_2		HTH-type transcriptional activator CmpR
DBLOAMIM_01685	gene	cmpR_2		
DBLOAMIM_01686	CDS	swrC		Swarming motility protein SwrC
DBLOAMIM_01686	gene	swrC		
DBLOAMIM_01687	CDS	mdtA		Multidrug resistance protein MdtA
DBLOAMIM_01687	gene	mdtA		
DBLOAMIM_01688	CDS	oprM_1		Outer membrane protein OprM
DBLOAMIM_01688	gene	oprM_1		
DBLOAMIM_01689	CDS	kstR2_2		HTH-type transcriptional repressor KstR2
DBLOAMIM_01689	gene	kstR2_2		
DBLOAMIM_01690	CDS			hypothetical protein
DBLOAMIM_01690	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01691	CDS			hypothetical protein
DBLOAMIM_01691	gene			
DBLOAMIM_01692	CDS	purQ	6.3.5.3	Phosphoribosylformylglycinamidine synthase subunit PurQ
DBLOAMIM_01692	gene	purQ		
DBLOAMIM_01693	CDS	purL	6.3.5.3	Phosphoribosylformylglycinamidine synthase subunit PurL
DBLOAMIM_01693	gene	purL		
DBLOAMIM_01694	CDS	purF	2.4.2.14	Amidophosphoribosyltransferase
DBLOAMIM_01694	gene	purF		
DBLOAMIM_01695	CDS			hypothetical protein
DBLOAMIM_01695	gene			
DBLOAMIM_01696	CDS	hldD	5.1.3.20	ADP-L-glycero-D-manno-heptose-6-epimerase
DBLOAMIM_01696	gene	hldD		
DBLOAMIM_01697	CDS			hypothetical protein
DBLOAMIM_01697	gene			
DBLOAMIM_01698	CDS			hypothetical protein
DBLOAMIM_01698	gene			
DBLOAMIM_01699	CDS	bacE		Putative bacilysin exporter BacE
DBLOAMIM_01699	gene	bacE		
DBLOAMIM_01700	CDS	pimA	2.4.1.57	Phosphatidyl-myo-inositol mannosyltransferase
DBLOAMIM_01700	gene	pimA		
DBLOAMIM_01701	CDS	otsA	2.4.1.15	Trehalose-6-phosphate synthase
DBLOAMIM_01701	gene	otsA		
DBLOAMIM_01702	CDS	otsB	3.1.3.12	Trehalose-phosphate phosphatase
DBLOAMIM_01702	gene	otsB		
DBLOAMIM_01703	CDS	rmlD	1.1.1.133	dTDP-4-dehydrorhamnose reductase
DBLOAMIM_01703	gene	rmlD		
DBLOAMIM_01704	CDS			hypothetical protein
DBLOAMIM_01704	gene			
DBLOAMIM_01705	CDS			hypothetical protein
DBLOAMIM_01705	gene			
DBLOAMIM_01706	CDS	rplQ		50S ribosomal protein L17
DBLOAMIM_01706	gene	rplQ		
DBLOAMIM_01707	CDS	rpoA	2.7.7.6	DNA-directed RNA polymerase subunit alpha
DBLOAMIM_01707	gene	rpoA		
DBLOAMIM_01708	CDS	rpsD		30S ribosomal protein S4
DBLOAMIM_01708	gene	rpsD		
DBLOAMIM_01709	CDS	rpsM		30S ribosomal protein S13
DBLOAMIM_01709	gene	rpsM		
DBLOAMIM_01710	CDS	infA		Translation initiation factor IF-1
DBLOAMIM_01710	gene	infA		
DBLOAMIM_01711	CDS	map	3.4.11.18	Methionine aminopeptidase 1
DBLOAMIM_01711	gene	map		
DBLOAMIM_01712	CDS	adk	2.7.4.3	Adenylate kinase
DBLOAMIM_01712	gene	adk		
DBLOAMIM_01713	CDS	secY		Protein translocase subunit SecY
DBLOAMIM_01713	gene	secY		
DBLOAMIM_01714	CDS	rplO		50S ribosomal protein L15
DBLOAMIM_01714	gene	rplO		
DBLOAMIM_01715	CDS	rpsE		30S ribosomal protein S5
DBLOAMIM_01715	gene	rpsE		
DBLOAMIM_01716	CDS	rplR		50S ribosomal protein L18
DBLOAMIM_01716	gene	rplR		
DBLOAMIM_01717	CDS	rplF		50S ribosomal protein L6
DBLOAMIM_01717	gene	rplF		
DBLOAMIM_01718	CDS	rpsH		30S ribosomal protein S8
DBLOAMIM_01718	gene	rpsH		
DBLOAMIM_01719	CDS	rplE		50S ribosomal protein L5
DBLOAMIM_01719	gene	rplE		
DBLOAMIM_01720	CDS	rpmC		50S ribosomal protein L29
DBLOAMIM_01720	gene	rpmC		
DBLOAMIM_01721	CDS	rpsC		30S ribosomal protein S3
DBLOAMIM_01721	gene	rpsC		
DBLOAMIM_01722	CDS	rplV		50S ribosomal protein L22
DBLOAMIM_01722	gene	rplV		
DBLOAMIM_01723	CDS	rpsS		30S ribosomal protein S19
DBLOAMIM_01723	gene	rpsS		
DBLOAMIM_01724	CDS	rplB		50S ribosomal protein L2
DBLOAMIM_01724	gene	rplB		
DBLOAMIM_01725	CDS	rplW		50S ribosomal protein L23
DBLOAMIM_01725	gene	rplW		
DBLOAMIM_01726	CDS	rplD		50S ribosomal protein L4
DBLOAMIM_01726	gene	rplD		
DBLOAMIM_01727	CDS	rplC		50S ribosomal protein L3
DBLOAMIM_01727	gene	rplC		
DBLOAMIM_01728	CDS	rpsJ		30S ribosomal protein S10
DBLOAMIM_01728	gene	rpsJ		
DBLOAMIM_01729	CDS	tufA_1		Elongation factor Tu
DBLOAMIM_01729	gene	tufA_1		
DBLOAMIM_01730	CDS	fusA		Elongation factor G
DBLOAMIM_01730	gene	fusA		
DBLOAMIM_01731	CDS	rpsG		30S ribosomal protein S7
DBLOAMIM_01731	gene	rpsG		
DBLOAMIM_01732	CDS	rpsL		30S ribosomal protein S12
DBLOAMIM_01732	gene	rpsL		
DBLOAMIM_01733	CDS	rpoC	2.7.7.6	DNA-directed RNA polymerase subunit beta'
DBLOAMIM_01733	gene	rpoC		
DBLOAMIM_01734	CDS	rpoB	2.7.7.6	DNA-directed RNA polymerase subunit beta
DBLOAMIM_01734	gene	rpoB		
DBLOAMIM_01735	CDS	rplL		50S ribosomal protein L7/L12
DBLOAMIM_01735	gene	rplL		
DBLOAMIM_01736	CDS	rplJ		50S ribosomal protein L10
DBLOAMIM_01736	gene	rplJ		
DBLOAMIM_01737	CDS	rplA		50S ribosomal protein L1
DBLOAMIM_01737	gene	rplA		
DBLOAMIM_01738	CDS	rplK		50S ribosomal protein L11
DBLOAMIM_01738	gene	rplK		
DBLOAMIM_01739	CDS	nusG		Transcription termination/antitermination protein NusG
DBLOAMIM_01739	gene	nusG		
DBLOAMIM_01740	CDS	secE		Protein translocase subunit SecE
DBLOAMIM_01740	gene	secE		
DBLOAMIM_01741	tRNA			tRNA-Trp(cca)
DBLOAMIM_01741	gene			
DBLOAMIM_01742	CDS	tufA_2		Elongation factor Tu
DBLOAMIM_01742	gene	tufA_2		
DBLOAMIM_01743	tRNA			tRNA-Thr(ggt)
DBLOAMIM_01743	gene			
DBLOAMIM_01744	tRNA			tRNA-Gly(tcc)
DBLOAMIM_01744	gene			
DBLOAMIM_01745	tRNA			tRNA-Tyr(gta)
DBLOAMIM_01745	gene			
DBLOAMIM_01746	CDS			hypothetical protein
DBLOAMIM_01746	gene			
DBLOAMIM_01747	CDS	ndbB	1.6.5.12	Demethylphylloquinone reductase NdbB
DBLOAMIM_01747	gene	ndbB		
DBLOAMIM_01748	tRNA			tRNA-Leu(tag)
DBLOAMIM_01748	gene			
DBLOAMIM_01749	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
DBLOAMIM_01749	gene	rimO		
DBLOAMIM_01750	CDS			hypothetical protein
DBLOAMIM_01750	gene			
DBLOAMIM_01751	CDS			hypothetical protein
DBLOAMIM_01751	gene			
DBLOAMIM_01752	CDS			hypothetical protein
DBLOAMIM_01752	gene			
DBLOAMIM_01753	CDS	rlpA	4.2.2.-	Endolytic peptidoglycan transglycosylase RlpA
DBLOAMIM_01753	gene	rlpA		
DBLOAMIM_01754	CDS			hypothetical protein
DBLOAMIM_01754	gene			
DBLOAMIM_01755	CDS	rpsR		30S ribosomal protein S18
DBLOAMIM_01755	gene	rpsR		
DBLOAMIM_01756	CDS	ssb_2		Single-stranded DNA-binding protein
DBLOAMIM_01756	gene	ssb_2		
DBLOAMIM_01757	CDS	rpsF		30S ribosomal protein S6
DBLOAMIM_01757	gene	rpsF		
DBLOAMIM_01758	CDS	ychF		Ribosome-binding ATPase YchF
DBLOAMIM_01758	gene	ychF		
DBLOAMIM_01759	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
DBLOAMIM_01759	gene	pth		
DBLOAMIM_01760	CDS	ctc		General stress protein CTC
DBLOAMIM_01760	gene	ctc		
DBLOAMIM_01761	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
DBLOAMIM_01761	gene	prs		
DBLOAMIM_01762	tRNA			tRNA-Gln(ttg)
DBLOAMIM_01762	gene			
DBLOAMIM_01763	CDS	ispE	2.7.1.148	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DBLOAMIM_01763	gene	ispE		
DBLOAMIM_01764	CDS			hypothetical protein
DBLOAMIM_01764	gene			
DBLOAMIM_01765	CDS	pgsA_1	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
DBLOAMIM_01765	gene	pgsA_1		
DBLOAMIM_01766	CDS			hypothetical protein
DBLOAMIM_01766	gene			
DBLOAMIM_01767	CDS			hypothetical protein
DBLOAMIM_01767	gene			
DBLOAMIM_01768	CDS	clpX		ATP-dependent Clp protease ATP-binding subunit ClpX
DBLOAMIM_01768	gene	clpX		
DBLOAMIM_01769	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
DBLOAMIM_01769	gene	clpP		
DBLOAMIM_01770	CDS	tig	5.2.1.8	Trigger factor
DBLOAMIM_01770	gene	tig		
DBLOAMIM_01771	CDS	hpxO	1.14.13.113	FAD-dependent urate hydroxylase
DBLOAMIM_01771	gene	hpxO		
DBLOAMIM_01772	CDS			hypothetical protein
DBLOAMIM_01772	gene			
DBLOAMIM_01773	CDS	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase
DBLOAMIM_01773	gene	zwf		
DBLOAMIM_01774	CDS	tal	2.2.1.2	Transaldolase
DBLOAMIM_01774	gene	tal		
DBLOAMIM_01775	CDS	tkt	2.2.1.1	Transketolase
DBLOAMIM_01775	gene	tkt		
DBLOAMIM_01776	CDS	pgl	3.1.1.31	6-phosphogluconolactonase
DBLOAMIM_01776	gene	pgl		
DBLOAMIM_01777	CDS	glk	2.7.1.2	Glucokinase
DBLOAMIM_01777	gene	glk		
DBLOAMIM_01778	CDS			hypothetical protein
DBLOAMIM_01778	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01779	CDS			hypothetical protein
DBLOAMIM_01779	gene			
DBLOAMIM_01780	CDS			hypothetical protein
DBLOAMIM_01780	gene			
DBLOAMIM_01781	CDS			hypothetical protein
DBLOAMIM_01781	gene			
DBLOAMIM_01782	CDS			hypothetical protein
DBLOAMIM_01782	gene			
DBLOAMIM_01783	CDS			hypothetical protein
DBLOAMIM_01783	gene			
DBLOAMIM_01784	CDS			hypothetical protein
DBLOAMIM_01784	gene			
DBLOAMIM_01785	CDS	albA	1.21.98.-	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
DBLOAMIM_01785	gene	albA		
DBLOAMIM_01786	CDS	qorA	1.6.5.5	Quinone oxidoreductase 1
DBLOAMIM_01786	gene	qorA		
DBLOAMIM_01787	CDS	pphA	3.1.3.16	Serine/threonine-protein phosphatase 1
DBLOAMIM_01787	gene	pphA		
DBLOAMIM_01788	CDS	hemY_1	1.3.3.4	Protoporphyrinogen oxidase
DBLOAMIM_01788	gene	hemY_1		
DBLOAMIM_01789	CDS	hemY_2	1.3.3.4	Protoporphyrinogen oxidase
DBLOAMIM_01789	gene	hemY_2		
DBLOAMIM_01790	CDS			hypothetical protein
DBLOAMIM_01790	gene			
DBLOAMIM_01791	CDS	arnE_2		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
DBLOAMIM_01791	gene	arnE_2		
DBLOAMIM_01792	CDS	eriC		Chloride/fluoride channel protein
DBLOAMIM_01792	gene	eriC		
DBLOAMIM_01793	tRNA			tRNA-Arg(ccg)
DBLOAMIM_01793	gene			
DBLOAMIM_01794	CDS	xerD_4		Tyrosine recombinase XerD
DBLOAMIM_01794	gene	xerD_4		
DBLOAMIM_01795	CDS			hypothetical protein
DBLOAMIM_01795	gene			
DBLOAMIM_01796	CDS			hypothetical protein
DBLOAMIM_01796	gene			
DBLOAMIM_01797	CDS			hypothetical protein
DBLOAMIM_01797	gene			
DBLOAMIM_01798	CDS			hypothetical protein
DBLOAMIM_01798	gene			
DBLOAMIM_01799	CDS			Antitoxin VapB39
DBLOAMIM_01799	gene			
DBLOAMIM_01800	CDS		3.1.-.-	Ribonuclease VapC44
DBLOAMIM_01800	gene			
DBLOAMIM_01801	CDS			hypothetical protein
DBLOAMIM_01801	gene			
DBLOAMIM_01802	CDS	bdlA_3		Biofilm dispersion protein BdlA
DBLOAMIM_01802	gene	bdlA_3		
DBLOAMIM_01803	CDS			hypothetical protein
DBLOAMIM_01803	gene			
DBLOAMIM_01804	CDS			hypothetical protein
DBLOAMIM_01804	gene			
